Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
Robin Gosens,26,40500000.0,46000000.0,36500000.0,75000.0,80000.0,65000.0,82,80,75,79,78,80,86,86,77,77,77,82,80,77,84,86,76,66,84,70,91,82,76,79,68,70,58,50,71,16,7,16,15,10
Alex Telles,28,35000000.0,39500000.0,31500000.0,135000.0,150000.0,120000.0,81,78,78,79,81,78,81,76,79,78,76,87,82,85,82,88,68,70,84,75,81,70,87,65,83,87,79,81,64,11,13,8,12,14
Jesús Navas,35,15500000.0,17500000.0,14000000.0,42000.0,48000.0,38000.0,83,84,81,80,78,75,84,81,83,80,81,83,81,75,90,81,39,84,84,81,63,75,75,66,70,82,46,56,75,7,10,10,15,13
Kai Havertz,21,81500000.0,92500000.0,73500000.0,90000.0,100000.0,80000.0,84,85,39,38,46,42,81,82,38,80,84,72,84,78,78,78,69,74,87,78,75,78,74,80,77,84,53,73,80,10,6,8,11,12
Gayà,25,49500000.0,56000000.0,44500000.0,46000.0,50000.0,41000.0,82,79,79,84,82,76,84,76,80,75,76,80,81,75,81,87,66,79,85,81,53,58,62,61,59,80,49,52,58,12,13,10,9,9
Yann Sommer,32,22500000.0,25000000.0,20000000.0,46000.0,50000.0,41000.0,25,15,9,12,19,38,81,15,21,64,57,13,40,31,48,45,68,58,54,55,73,10,63,13,12,12,13,24,8,86,79,81,84,84
Martin Ødegaard,22,58500000.0,66000000.0,52500000.0,135000.0,150000.0,120000.0,85,86,65,51,49,63,74,77,65,87,76,84,83,81,80,78,56,83,77,85,46,52,76,73,77,81,83,63,73,8,14,15,15,10
Duván Zapata,30,36500000.0,41500000.0,33000000.0,85000.0,95000.0,75000.0,82,79,52,22,24,72,82,86,20,66,82,44,74,47,72,75,93,58,78,67,79,83,86,88,64,55,62,70,79,6,9,9,8,8
Gabriel Jesus,24,52500000.0,59000000.0,47000000.0,150000.0,170000.0,135000.0,86,87,53,28,30,73,87,87,32,77,79,66,77,66,87,79,69,90,83,91,78,77,84,83,76,76,54,75,77,6,13,8,6,15
Pierre-Emile Højbjerg,25,47500000.0,53500000.0,42500000.0,95000.0,105000.0,85000.0,80,76,83,72,82,87,82,67,82,75,81,66,83,80,58,88,78,64,63,65,66,63,84,63,79,70,74,51,60,11,9,7,12,11
João Félix,21,80500000.0,91000000.0,72500000.0,60000.0,70000.0,55000.0,87,87,30,35,42,69,83,84,38,82,84,73,80,67,81,75,64,80,83,85,73,69,80,82,81,82,64,68,82,13,13,12,14,14
Zlatan Ibrahimović,39,14500000.0,16500000.0,13000000.0,55000.0,60000.0,49000.0,86,80,28,24,37,84,84,91,20,84,90,72,80,73,60,54,87,39,58,71,67,83,88,86,88,80,78,81,88,9,13,15,10,12
Joe Gomez,23,49500000.0,56000000.0,44500000.0,95000.0,105000.0,85000.0,73,67,83,82,85,81,83,51,84,60,74,69,78,65,78,74,83,66,85,65,76,74,41,26,26,41,29,26,24,7,8,13,14,7
Mike Maignan,25,41000000.0,46500000.0,37000000.0,33000.0,37000.0,29500.0,35,29,19,19,12,25,81,15,24,55,56,18,49,42,49,39,78,55,51,39,72,17,62,13,20,25,16,15,16,82,81,80,82,84
Aaron Wan-Bissaka,23,49500000.0,56000000.0,44500000.0,115000.0,130000.0,105000.0,76,81,80,91,86,78,82,70,83,66,76,75,75,58,84,81,72,72,88,85,67,55,70,46,46,73,45,56,43,8,9,8,6,8
Ousmane Dembélé,23,57500000.0,64500000.0,51500000.0,175000.0,195000.0,155000.0,84,89,42,33,30,54,78,77,36,76,80,81,78,76,93,68,51,81,92,89,58,43,83,75,76,82,64,75,76,10,6,6,14,13
Youri Tielemans,23,49500000.0,56000000.0,44500000.0,95000.0,105000.0,85000.0,85,79,68,67,73,68,81,80,76,87,84,79,88,85,65,80,67,77,60,69,65,65,87,74,84,81,78,73,78,14,6,8,10,12
André Silva,25,47500000.0,53500000.0,42500000.0,43000.0,49000.0,39000.0,84,84,36,35,40,75,83,87,59,76,83,60,79,63,76,79,74,75,71,77,86,83,83,88,76,76,33,89,83,11,14,13,7,8
Marcos Acuña,29,33000000.0,37000000.0,29500000.0,40000.0,45000.0,36000.0,87,87,79,79,82,84,83,81,78,82,87,87,81,78,77,90,80,90,75,82,63,57,82,66,81,88,75,76,68,13,8,14,13,14
Diego Carlos,28,38500000.0,43500000.0,34500000.0,38000.0,43000.0,34000.0,71,65,83,81,82,85,82,52,84,63,75,35,76,74,78,74,86,55,76,68,82,79,73,32,57,47,71,41,34,7,7,10,14,11
Achraf Hakimi,22,56000000.0,63500000.0,50500000.0,90000.0,100000.0,80000.0,83,84,71,76,75,75,82,78,78,74,80,82,81,73,93,88,73,79,95,77,75,63,77,73,70,68,55,46,60,6,10,8,14,8
Presnel Kimpembe,25,49500000.0,56000000.0,44500000.0,80000.0,90000.0,70000.0,78,63,85,84,85,88,80,39,84,64,82,62,79,75,72,80,85,60,74,69,78,78,55,31,39,50,32,50,33,15,7,8,14,9
Angeliño,24,46000000.0,52000000.0,41500000.0,60000.0,70000.0,55000.0,84,84,77,80,78,77,81,79,80,79,81,88,83,81,86,85,60,85,64,82,73,65,80,70,69,83,76,55,63,13,13,6,13,13
Ronaldo Cabrais,29,36500000.0,41500000.0,33000000.0,55000.0,60000.0,49000.0,83,85,24,33,35,62,84,82,40,83,81,83,83,82,90,88,68,71,87,86,69,64,82,74,78,86,78,77,76,15,12,12,13,13
Fernandinho,35,12000000.0,14000000.0,11000000.0,110000.0,125000.0,100000.0,81,76,87,80,85,87,86,70,86,68,81,68,83,81,67,72,76,77,62,69,84,71,83,66,77,70,72,61,73,13,12,11,5,7
Federico Valverde,22,58000000.0,65500000.0,52000000.0,135000.0,150000.0,120000.0,82,79,79,76,80,81,84,76,81,80,82,66,85,84,82,86,79,69,90,76,59,59,80,69,81,70,66,59,70,15,6,10,6,8
Clément Lenglet,25,45500000.0,51500000.0,41000000.0,160000.0,180000.0,145000.0,76,57,85,81,84,80,82,54,86,66,82,55,78,74,75,75,82,60,72,61,85,82,58,39,46,59,31,49,37,12,10,10,9,7
Rafa,27,38500000.0,43500000.0,34500000.0,22500.0,25000.0,20000.0,86,89,52,39,47,47,83,83,58,78,81,78,77,62,93,77,40,89,94,90,64,46,75,74,71,78,56,59,68,12,9,11,11,8
Ferland Mendy,25,49500000.0,56000000.0,44500000.0,160000.0,180000.0,145000.0,78,80,77,80,81,82,82,80,79,75,78,78,80,78,91,89,82,79,92,80,78,72,69,63,64,72,35,49,50,10,7,16,9,9
Lukáš Hrádecký,31,24000000.0,27000000.0,21500000.0,65000.0,75000.0,60000.0,20,10,10,13,10,31,82,9,18,53,48,11,30,33,38,34,55,39,44,43,69,11,52,11,14,11,15,20,9,83,85,78,69,87
Isco,29,36500000.0,41500000.0,33000000.0,190000.0,215000.0,170000.0,91,92,58,51,64,58,75,77,61,83,85,78,82,80,71,61,59,90,65,83,60,55,69,77,79,88,76,75,67,15,10,8,12,6
Gerard Moreno,29,37000000.0,42000000.0,33500000.0,55000.0,60000.0,49000.0,82,81,44,41,41,61,86,85,42,78,77,78,79,73,76,79,75,70,77,77,76,81,81,88,82,75,62,78,80,12,15,12,7,10
Jorginho,29,36500000.0,41500000.0,33000000.0,125000.0,140000.0,110000.0,85,79,64,71,80,79,80,68,78,87,81,75,90,88,61,85,66,72,50,77,58,56,71,61,62,75,76,91,71,14,14,7,13,8
Muniain,28,38500000.0,43500000.0,34500000.0,38000.0,43000.0,34000.0,87,87,58,38,55,66,80,81,45,84,82,81,85,74,84,77,49,95,78,91,72,43,72,79,77,84,78,61,68,13,10,5,5,12
Stefan Savić,30,30500000.0,34500000.0,27500000.0,70000.0,80000.0,65000.0,67,47,87,83,85,82,83,29,85,55,80,35,73,72,62,53,80,45,67,60,86,84,43,34,31,34,28,37,27,13,14,13,14,12
Jack Grealish,25,49500000.0,56000000.0,44500000.0,80000.0,90000.0,70000.0,85,88,48,43,49,60,79,81,44,85,83,81,85,82,80,80,61,82,79,85,37,36,75,77,80,77,74,58,72,10,11,6,11,13
Kostas Manolas,29,30500000.0,34500000.0,27500000.0,85000.0,95000.0,75000.0,65,54,85,87,85,86,81,25,86,22,83,27,60,61,80,69,81,60,83,67,86,80,40,25,12,30,10,26,16,15,8,6,8,12
Raphaël Guerreiro,27,36000000.0,41000000.0,32500000.0,70000.0,80000.0,65000.0,86,88,79,78,79,52,86,79,83,85,86,84,88,81,84,79,50,90,68,87,53,43,79,77,80,85,82,44,79,11,12,6,8,8
Matthias Ginter,27,37500000.0,42000000.0,33500000.0,50000.0,55000.0,45000.0,74,61,87,79,88,73,86,55,84,72,71,68,79,78,54,74,83,49,67,55,73,84,74,55,46,44,42,67,53,8,12,10,6,10
Juan Bernat,28,35000000.0,39500000.0,31500000.0,95000.0,105000.0,85000.0,83,83,75,78,81,75,83,78,79,77,78,85,82,73,82,79,57,88,81,85,74,57,64,65,62,78,51,53,61,11,8,9,12,16
Coutinho,28,36500000.0,41500000.0,33000000.0,190000.0,215000.0,170000.0,89,89,55,47,54,59,82,81,49,83,79,79,82,78,77,74,51,93,68,91,58,48,82,76,86,90,86,70,78,14,12,7,9,6
Sergi Roberto,29,33000000.0,37000000.0,29500000.0,175000.0,195000.0,155000.0,82,78,75,76,79,67,80,69,78,83,76,83,84,78,75,92,69,74,79,69,43,71,65,63,66,78,60,57,50,15,14,16,11,10
Felipe,31,25000000.0,28000000.0,22500000.0,65000.0,75000.0,60000.0,63,57,86,82,85,89,81,34,85,50,75,45,73,69,58,68,90,52,66,65,89,83,46,39,41,32,30,47,44,9,9,11,14,7
Anthony Lopes,30,28000000.0,31500000.0,25000000.0,70000.0,80000.0,65000.0,21,15,13,13,15,43,83,9,25,48,65,19,32,31,63,36,73,62,64,67,82,16,53,18,18,15,14,16,13,81,85,80,70,86
Saúl,26,47500000.0,53500000.0,42500000.0,70000.0,80000.0,65000.0,84,80,77,77,78,76,82,81,79,82,82,69,85,83,69,86,77,69,73,73,80,83,82,77,81,73,60,68,76,10,7,13,12,9
David Alaba,28,31500000.0,36000000.0,28500000.0,95000.0,105000.0,85000.0,83,77,85,82,83,74,87,73,84,78,84,80,85,80,78,75,76,77,76,76,82,76,82,60,78,77,85,79,67,15,5,7,14,9
Nicolás Tagliafico,28,35000000.0,39500000.0,31500000.0,24500.0,27500.0,22000.0,77,73,83,81,80,82,83,69,82,69,80,81,77,75,79,85,72,81,81,77,90,83,65,55,46,66,40,46,44,15,13,9,10,16
Jesús Corona,28,38500000.0,43500000.0,34500000.0,22500.0,25000.0,20000.0,84,85,77,76,77,73,84,79,78,83,85,79,82,71,86,88,39,87,81,91,71,71,66,67,63,82,67,68,75,14,11,6,10,9
Dušan Tadić,32,30000000.0,34000000.0,27000000.0,29500.0,33000.0,26500.0,87,84,51,26,34,56,81,84,41,87,86,84,85,80,66,86,77,84,67,76,59,66,78,83,76,85,76,86,79,9,11,11,14,16
Allan,30,35500000.0,40000000.0,32000000.0,115000.0,130000.0,105000.0,83,82,85,84,88,89,88,79,83,80,85,70,84,80,77,92,75,86,69,78,64,56,73,74,69,65,49,53,56,5,13,13,5,8
Kevin Trapp,30,25000000.0,28000000.0,22500000.0,35000.0,39000.0,31000.0,24,10,15,10,14,30,82,12,22,46,62,13,25,12,45,45,73,37,52,42,75,11,59,13,13,14,12,17,12,83,82,78,79,85
Yannick Carrasco,27,39500000.0,44500000.0,35500000.0,75000.0,80000.0,65000.0,83,86,41,33,43,64,80,79,37,73,79,82,77,73,85,77,59,71,88,87,71,53,85,81,82,81,79,81,70,10,9,11,9,10
Christian Eriksen,29,36500000.0,41500000.0,33000000.0,130000.0,145000.0,115000.0,89,77,59,22,57,46,80,74,56,89,87,86,88,88,72,82,56,80,69,77,49,52,84,75,85,89,85,67,80,7,9,14,7,6
Mateo Kovačić,26,47000000.0,53500000.0,42500000.0,120000.0,140000.0,110000.0,89,89,70,66,73,77,81,72,74,84,81,73,90,82,78,79,63,84,68,87,75,42,79,61,75,79,70,59,76,7,9,5,6,7
Francesco Acerbi,33,23500000.0,26500000.0,21000000.0,75000.0,80000.0,65000.0,72,65,87,85,87,77,85,20,86,65,85,25,75,79,66,83,86,35,62,32,67,82,75,37,60,62,56,72,39,13,11,9,9,11
Thorgan Hazard,28,38500000.0,43500000.0,34500000.0,80000.0,90000.0,70000.0,84,86,56,48,46,57,82,81,63,83,78,81,82,73,86,80,65,88,83,91,60,39,78,76,77,82,81,81,80,7,6,9,7,8
Portu,28,36500000.0,41500000.0,33000000.0,50000.0,55000.0,45000.0,81,80,55,59,61,82,80,81,55,80,77,79,80,77,90,89,73,83,90,82,75,77,82,83,74,80,64,53,74,15,14,10,15,13
Joel Matip,29,34500000.0,39000000.0,31000000.0,115000.0,130000.0,105000.0,72,69,86,81,86,84,84,48,86,72,80,54,77,74,53,69,81,42,67,51,75,84,66,36,48,63,22,42,50,7,11,15,10,10
Morata,28,39500000.0,44500000.0,35500000.0,80000.0,90000.0,70000.0,84,84,37,20,14,69,83,87,24,77,79,73,80,51,78,77,80,63,84,72,84,86,80,84,72,78,44,75,80,4,4,5,4,5
Axel Witsel,32,25500000.0,29000000.0,23000000.0,70000.0,80000.0,65000.0,81,78,82,80,80,76,85,73,83,79,90,69,90,83,60,78,82,70,62,75,78,84,75,71,71,71,68,76,77,10,5,7,7,7
Carlos Vela,32,30000000.0,34000000.0,27000000.0,16500.0,19000.0,15000.0,85,84,31,14,22,57,83,84,37,81,83,78,81,66,81,68,67,83,80,81,65,67,76,85,84,84,71,72,82,13,8,14,8,10
Salvatore Sirigu,34,12000000.0,14000000.0,11000000.0,49000.0,55000.0,44000.0,18,15,14,13,11,34,78,10,20,55,62,13,23,28,46,34,66,55,46,52,68,11,57,10,14,11,11,19,12,84,83,79,76,80
Jules Koundé,22,44500000.0,50000000.0,40000000.0,25000.0,28000.0,22500.0,73,69,86,83,85,76,85,47,85,62,82,45,79,75,79,76,79,75,78,72,88,78,48,47,40,42,26,43,32,14,11,10,8,13
Miralem Pjanić,31,34500000.0,39000000.0,31000000.0,185000.0,205000.0,165000.0,87,84,78,70,76,70,83,66,78,86,84,81,88,83,68,80,59,81,66,74,59,60,78,56,80,86,92,79,72,7,7,7,13,8
Josué Chiamulera,29,26500000.0,30000000.0,24000000.0,41000.0,46000.0,37000.0,70,56,85,82,87,88,85,38,84,42,71,40,74,61,80,77,76,57,76,76,73,83,53,38,41,45,49,56,44,15,16,15,13,10
Nicolò Barella,24,61000000.0,69000000.0,55000000.0,100000.0,115000.0,90000.0,83,83,79,80,82,84,84,82,79,79,85,79,84,80,82,92,65,86,78,87,69,47,74,67,72,75,67,73,72,14,11,5,13,11
Raphaelito Anjos,33,15000000.0,17000000.0,13500000.0,32000.0,36000.0,29000.0,21,9,20,13,17,34,82,20,23,71,67,10,18,16,41,29,79,41,42,34,67,11,58,8,7,9,18,14,8,83,79,84,77,78
Rúben Neves,24,46000000.0,52000000.0,41500000.0,90000.0,100000.0,80000.0,82,76,74,70,75,82,80,65,77,86,83,78,88,85,65,78,67,70,61,68,67,53,86,66,84,85,84,76,82,8,16,12,10,10
Renato Augusto,33,28500000.0,32000000.0,25500000.0,23500.0,26500.0,21000.0,81,82,75,64,73,67,86,74,72,83,82,75,85,83,73,85,80,73,70,73,49,65,81,78,81,80,83,78,77,15,6,11,16,8
Merino,24,43500000.0,49000000.0,39000000.0,35000.0,39000.0,31000.0,83,83,78,76,84,75,84,78,84,83,80,77,84,79,73,84,79,74,74,76,81,79,84,78,77,75,69,58,58,13,9,12,9,14
Reguilón,24,43000000.0,48500000.0,38500000.0,85000.0,95000.0,75000.0,81,78,77,79,79,76,79,75,79,73,74,82,79,70,85,80,65,74,87,75,64,74,72,52,58,73,45,42,45,5,11,14,9,12
Fabián,25,43500000.0,49000000.0,39000000.0,70000.0,80000.0,65000.0,85,85,70,75,78,68,83,82,77,84,77,72,81,81,67,75,67,66,60,71,46,67,75,79,83,75,59,67,67,13,16,11,7,13
Oscar,29,36500000.0,41500000.0,33000000.0,24500.0,27500.0,22000.0,83,81,66,52,56,56,80,82,49,80,79,81,86,85,83,84,58,86,73,88,75,59,80,78,82,77,78,70,72,12,12,10,15,12
Yuri Berchiche,31,31500000.0,36000000.0,28500000.0,35000.0,39000.0,31000.0,80,72,80,77,80,85,80,62,82,71,78,84,82,72,82,86,79,79,84,79,85,75,82,61,76,80,55,59,63,8,12,13,9,11
Diogo Jota,24,46000000.0,52000000.0,41500000.0,105000.0,120000.0,95000.0,85,85,54,45,57,85,84,84,56,75,84,71,75,71,88,81,73,86,81,87,73,75,84,83,75,77,58,63,78,9,7,12,15,11
Diego Godín,35,12000000.0,14000000.0,11000000.0,47000.0,55000.0,42000.0,74,53,84,80,82,81,74,48,85,52,78,52,77,70,59,62,85,53,55,57,89,83,67,42,43,49,49,50,47,5,6,8,15,15
Giovani Lo Celso,25,46000000.0,52000000.0,41500000.0,95000.0,105000.0,85000.0,86,85,64,66,72,80,83,77,70,83,81,78,84,83,76,79,70,80,77,83,61,57,82,76,78,82,77,65,69,15,10,7,10,14
Edin Džeko,35,17500000.0,19500000.0,15500000.0,80000.0,90000.0,70000.0,85,76,58,16,28,58,83,89,50,76,86,63,77,75,61,75,81,36,58,56,64,83,86,88,79,65,54,67,77,15,9,11,13,15
Palhinha,25,42000000.0,47500000.0,38000000.0,16000.0,18000.0,14500.0,76,73,85,86,87,87,77,67,83,71,82,59,76,73,39,83,88,44,48,59,80,79,76,62,67,54,45,56,54,7,14,10,8,7
Lucas Leiva,34,18000000.0,20000000.0,16000000.0,75000.0,80000.0,65000.0,77,74,82,79,82,83,82,66,87,81,86,63,81,80,62,77,61,80,58,77,81,72,77,62,66,74,47,61,59,5,10,8,8,6
Rui Patrício,33,18000000.0,20000000.0,16000000.0,80000.0,90000.0,70000.0,25,20,14,11,13,37,76,13,23,64,66,12,34,32,53,45,77,54,57,61,79,11,58,12,11,10,16,32,16,81,83,80,77,83
Theo Hernández,23,41500000.0,47000000.0,37500000.0,42000.0,48000.0,38000.0,78,80,70,79,78,82,82,76,72,72,80,80,78,68,90,89,78,69,93,75,66,74,75,68,69,69,64,50,66,7,12,10,7,7
Raphinha,24,46000000.0,52000000.0,41500000.0,110000.0,125000.0,100000.0,81,84,45,38,54,76,82,81,55,77,78,78,76,70,91,85,64,79,91,88,74,45,81,74,76,81,75,73,72,8,8,7,13,14
Azpilicueta,31,31500000.0,36000000.0,28500000.0,110000.0,125000.0,100000.0,77,67,85,83,84,86,85,62,84,74,78,81,78,80,68,79,70,73,66,72,79,75,68,46,60,68,58,66,51,6,13,9,10,5
Éver Banega,32,28500000.0,32000000.0,25500000.0,55000.0,60000.0,49000.0,84,83,80,76,77,83,82,75,79,85,80,80,84,87,65,69,67,80,61,76,56,55,77,71,81,83,81,79,65,7,13,8,7,10
Fernando,33,24000000.0,27000000.0,21500000.0,38000.0,43000.0,34000.0,78,71,83,81,83,85,81,59,85,74,78,62,83,78,66,82,81,62,66,70,76,74,76,54,68,65,53,54,56,3,7,5,9,5
Phil Foden,20,67000000.0,76000000.0,60500000.0,105000.0,120000.0,95000.0,85,84,58,47,59,64,80,81,59,81,81,75,84,77,83,76,44,90,79,88,49,47,82,79,70,73,59,64,59,10,8,15,6,13
Tomáš Souček,26,38500000.0,43500000.0,34500000.0,50000.0,55000.0,45000.0,77,74,81,79,82,75,81,75,83,72,78,69,81,76,61,92,84,60,69,66,82,83,72,72,70,63,53,70,59,6,11,13,5,8
Mario Hermoso,25,36000000.0,41000000.0,32500000.0,60000.0,70000.0,55000.0,75,66,83,81,84,83,82,64,83,66,79,71,78,77,75,76,81,65,77,75,82,79,65,42,46,68,55,45,41,5,13,8,10,8
Niklas Süle,25,41500000.0,47000000.0,37500000.0,70000.0,80000.0,65000.0,62,43,82,82,87,83,79,26,81,57,75,34,78,69,50,63,92,32,77,33,38,84,77,22,62,28,30,32,33,7,15,7,14,15
Samuel Umtiti,27,33500000.0,37500000.0,30000000.0,155000.0,175000.0,140000.0,74,64,83,81,83,82,79,51,84,58,74,61,77,73,65,65,85,66,67,59,83,79,83,51,70,72,62,59,65,12,15,10,14,15
Emre Can,27,35500000.0,40000000.0,32000000.0,70000.0,80000.0,65000.0,79,82,81,81,87,88,81,78,84,79,83,71,83,83,67,88,86,75,86,73,87,82,85,76,81,77,64,60,71,13,14,8,8,11
James Maddison,24,43500000.0,49000000.0,39000000.0,90000.0,100000.0,80000.0,85,83,59,42,65,68,76,80,44,87,84,81,84,82,77,75,51,83,74,86,54,35,83,75,80,85,84,74,70,12,11,14,14,14
Ángel Correa,26,37000000.0,42000000.0,33500000.0,70000.0,80000.0,65000.0,86,87,58,44,53,78,83,83,48,80,76,75,79,66,86,79,69,87,82,90,49,69,82,85,84,82,65,55,80,8,13,10,9,16
Edin Višća,31,29500000.0,33500000.0,26500000.0,55000.0,60000.0,49000.0,83,80,55,40,40,52,78,82,52,79,82,82,81,71,89,85,58,90,87,90,71,45,82,79,77,76,68,77,74,12,8,14,14,16
Odisseas Vlachodimos,26,28500000.0,32000000.0,25500000.0,15500.0,17500.0,14000.0,23,13,17,12,14,32,82,14,23,46,56,15,27,24,42,39,68,38,44,67,74,13,50,12,16,17,13,18,14,78,84,78,67,85
Anthony Martial,25,44000000.0,49500000.0,39500000.0,130000.0,145000.0,115000.0,86,89,31,34,37,54,79,80,40,79,78,73,79,60,88,75,75,78,87,83,73,71,83,81,79,84,54,81,76,15,9,8,8,11
Gabriel Paulista,30,25500000.0,29000000.0,23000000.0,46000.0,50000.0,41000.0,69,60,83,82,83,87,81,51,87,65,69,67,80,74,69,80,82,65,68,66,83,81,61,42,50,57,46,51,48,15,15,6,15,7
David Soria,28,28000000.0,31500000.0,25000000.0,30000.0,34000.0,27000.0,19,16,22,13,13,24,80,12,18,45,58,15,24,33,49,43,75,42,34,49,61,24,54,19,18,23,11,23,19,81,83,81,72,84
Martin Dúbravka,32,16000000.0,18000000.0,14500000.0,43000.0,49000.0,39000.0,35,19,19,14,15,28,75,12,25,55,59,12,48,45,48,38,60,60,44,47,74,12,60,10,17,15,13,20,11,80,79,79,80,83
Kevin Volland,28,33000000.0,37000000.0,29500000.0,75000.0,80000.0,65000.0,79,79,22,33,50,80,84,85,45,81,82,78,81,72,76,88,84,82,70,74,76,73,87,85,84,79,80,72,85,7,8,7,9,12
Thomas Lemar,25,41500000.0,47000000.0,37500000.0,60000.0,70000.0,55000.0,85,85,55,63,59,63,81,80,66,82,79,83,81,76,82,76,54,83,78,88,69,54,79,75,77,85,81,68,76,7,11,15,13,14
Andrej Kramarić,29,30500000.0,34500000.0,27500000.0,55000.0,60000.0,49000.0,85,86,35,26,20,73,83,85,21,72,82,76,79,53,76,76,67,86,67,84,69,69,83,86,85,79,74,91,85,7,8,14,14,15
Dakonam Djené,29,29000000.0,32500000.0,26000000.0,39000.0,44000.0,35000.0,71,50,84,83,86,88,82,49,85,42,73,60,75,69,73,74,79,69,71,71,79,77,67,29,27,51,48,41,22,10,7,15,7,10
Lucas Ocampos,26,36500000.0,41500000.0,33000000.0,40000.0,45000.0,36000.0,84,84,58,55,61,82,85,84,72,79,82,79,80,72,80,91,81,64,83,79,80,77,84,85,79,80,65,79,81,12,11,8,15,7
Alessio Romagnoli,26,36000000.0,41000000.0,32500000.0,47000.0,55000.0,42000.0,75,65,87,82,86,84,80,31,86,45,76,36,75,70,65,70,79,53,70,55,79,78,64,30,46,36,24,34,28,8,9,14,12,9
Emiliano Martínez,28,28000000.0,31500000.0,25000000.0,60000.0,70000.0,55000.0,35,13,11,20,20,37,76,12,13,66,53,22,45,48,59,40,70,49,57,49,60,26,59,16,16,22,20,42,13,80,81,82,79,82
Marco Asensio,25,41500000.0,47000000.0,37500000.0,160000.0,180000.0,145000.0,86,84,40,39,42,45,78,80,45,81,82,81,81,80,80,76,63,76,79,78,58,57,86,77,83,84,76,62,79,12,13,9,6,10
Thomas Strakosha,26,35500000.0,40000000.0,32000000.0,50000.0,55000.0,45000.0,15,14,20,12,18,20,78,18,24,49,61,18,26,22,41,23,66,47,46,45,56,11,56,18,14,14,12,21,11,79,85,78,75,87
Pacheco,28,26000000.0,29500000.0,23500000.0,28000.0,31000.0,25000.0,15,13,18,13,16,29,78,14,26,53,62,14,28,29,48,43,75,53,42,62,73,10,53,16,15,20,20,23,13,83,81,79,71,84
John Stones,26,35500000.0,40000000.0,32000000.0,130000.0,145000.0,115000.0,83,74,83,81,85,80,81,52,83,67,80,62,82,75,69,77,78,59,69,62,79,83,55,52,44,52,37,52,44,10,7,15,11,8
Nick Pope,29,24000000.0,27000000.0,21500000.0,60000.0,70000.0,55000.0,24,15,14,14,15,36,78,13,21,45,63,11,32,35,50,37,75,42,47,36,72,11,56,14,15,13,12,22,14,83,80,81,75,84
Harry Maguire,28,32500000.0,36500000.0,29000000.0,120000.0,140000.0,110000.0,76,72,82,78,82,84,82,61,83,71,84,51,77,84,47,83,90,40,53,50,83,86,68,48,52,48,46,44,47,14,14,16,9,9
Wilfried Zaha,28,33000000.0,37000000.0,29500000.0,80000.0,90000.0,70000.0,86,91,30,32,34,72,75,76,32,76,80,76,75,65,88,75,77,79,91,87,58,47,81,78,72,64,51,72,67,11,15,10,15,10
Pau López,26,24500000.0,27500000.0,22000000.0,48000.0,55000.0,43000.0,16,18,19,11,20,39,74,20,16,62,62,24,38,41,45,42,52,57,52,40,71,15,57,19,18,23,21,25,17,82,81,81,76,83
Wout Weghorst,28,33000000.0,37000000.0,29500000.0,65000.0,75000.0,60000.0,79,65,37,25,32,83,85,86,34,65,83,42,76,48,59,83,88,44,72,63,79,90,86,86,73,40,37,71,82,16,11,9,14,12
Grimaldo,25,38500000.0,43500000.0,34500000.0,16000.0,18000.0,14500.0,83,83,71,74,76,69,83,75,80,68,83,82,81,79,86,87,63,86,84,84,64,66,79,52,79,85,81,54,61,7,7,13,10,13
Luke Shaw,25,38500000.0,43500000.0,34500000.0,105000.0,120000.0,95000.0,80,80,83,79,83,84,81,78,78,80,82,84,81,69,77,79,77,77,81,76,80,78,70,44,54,83,54,44,54,7,10,12,13,7
Alessio Cragno,26,33000000.0,37000000.0,29500000.0,35000.0,39000.0,31000.0,21,13,20,12,11,33,75,15,19,42,59,15,31,25,41,43,55,43,37,37,74,12,55,12,17,11,12,31,13,78,84,81,73,88
Kieran Trippier,30,27000000.0,31000000.0,24500000.0,65000.0,75000.0,60000.0,82,74,77,79,80,73,80,74,78,80,77,85,80,79,74,87,64,77,72,73,78,75,75,54,70,86,82,66,58,11,11,14,8,10
Idrissa Gueye,31,25500000.0,29000000.0,23000000.0,85000.0,95000.0,75000.0,79,76,82,83,87,83,81,69,86,68,83,60,80,76,70,83,69,81,69,79,84,69,80,53,66,49,61,54,32,12,8,6,8,13
Ivan Rakitić,33,24000000.0,27000000.0,21500000.0,39000.0,44000.0,35000.0,82,78,76,72,77,67,80,79,79,84,80,84,85,86,62,75,71,62,60,69,34,59,84,77,76,88,82,82,81,5,14,11,12,9
Sergio Asenjo,31,16000000.0,18000000.0,14500000.0,33000.0,37000.0,29500.0,14,15,24,14,15,20,79,12,22,46,64,24,39,39,59,41,73,58,54,62,73,13,58,14,13,23,22,15,15,80,84,82,77,82
